product_id|product_name|aisle_id|department_id
401|Flat Floss, Antiplaque, Naturally Waxed, Spearmint|20|11
405|100% Organic Diced Tomatoes|81|15
418|Whole Grain Linguine Pasta|131|9
419|Light & Fit Strawberry Cheesecake Greek Nonfat Yogurt|120|16
421|Garlic & Herb Fresh Goat Cheese|21|16
424|Linguine Pasta|131|9
428|Everyday Mega Pack Paper Plates|111|17
429|Dark Red Kidney Beans|59|15
432|Vanilla Almond Breeze Almond Milk|91|16
434|Beach Sage Liquid Fabric Softener|75|17
436|Petite Brussels Sprouts|116|1
443|Ultra Power Plus Laundry Detergent 54 loads|75|17
445|Almond Honey Protein+ Bar|3|19
446|Blueberry Pomegranate Acaí Cultured Goat Milk Kefir|120|16
449|Chips Ahoy! Chewy Cookies|61|19
455|Ibuprofen Liquid Gels|133|11
456|Sparkling Blueberry|77|7
457|Whole Wheat Fig Bar|48|14
459|Honey Vanilla Greek Yogurt|120|16
465|100% Natural Just Peaches|50|19
466|Old Fashioned Vegetable Beef Soup|69|15
467|Soup, Lower Sodium, Organic, Split Pea|69|15
470|Lite Beer|27|5
472|Fancy Diced Hot Chilies|100|21
478|Organic Pitted Kalamata Olives|110|13
480|Slow Churned Mint Chocolate Chip Ice Cream|37|1
481|Black Peppercorns|104|13
486|Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie|120|16
493|Pear and Blueberry Baby Breakfast|92|18
495|Pure Cane Granulated W/Spout Sugar|17|13
498|Daily Moisture Shampoo|22|11
500|Non-Scratch Scrub Sponges|114|17
503|Wild Rice Blend|68|10
513|Honey Maid Graham Cracker Crumbs|17|13
514|Freezer Safe Pint Jars Wide Mouth|85|17
516|American Cheese Slices|21|16
519|Antioxidant Infusions Brasilia Blueberry|31|7
521|Daily Shower Cleaner Ylang Ylang|114|17
522|Coffee Liqueur|124|5
531|Adult Dog Formula Dog Food|40|8
532|Unsalted Pretzel Round|107|19
541|with Dawn Action Pacs Fresh Scent Dishwasher Detergent Pacs|74|17
544|Classic Original Hummus|67|20
546|Tomatillo Salsa|51|13
552|Organic Mango Peach Carrot Kickstart Smoothie|116|1
575|Organic Medium Yellow Thai Curry|72|13
577|Liqui-Gels Softgels Dye-Free Allergy|11|11
578|"10\"" Bamboo Skewers"|10|17
581|Garnet Sweet Potato (Yam)|83|4
584|Organic Blueberry Pomegranate Whole Milk Yogurt|120|16
586|Geranium Daily Bar Soap|25|11
594|Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars|3|19
600|Thick & Zesty Spaghetti Sauce Mix|104|13
601|Organic Crunchy Slaw Americana Salad|123|4
604|Cookie Sheets|10|17
605|Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender|75|17
611|Uncured Hard Salami|96|20
613|Infinity Always Infinity Size 2 Super Pads with Wings, Unscented, 16 ct Feminine Care|126|11
615|Supreme Pretzel Crackers|107|19
623|Fun Size Snacks|45|19
625|Chicken Breast Nuggets, Dinosaur Shaped|34|1
626|Organic Hearty Garden Vegetable Soup|69|15
630|Snack Size Candy|45|19
633|Coconut Milk Creamer Barista Style Original|91|16
638|Won Ton Wrappers|66|6
642|Three Cheese Ravioli|12|9
644|Organic Southwestern Vegetable Soup|69|15
645|Prenatal One, Tablets|47|11
648|Elbow Macaroni|131|9
649|Classic coke|77|7
651|Organic Salted Butter|36|16
653|Flax, Oat Bran & Whole Wheat Flour Tortillas|128|3
663|Pico De Gallo|67|20
664|Cream Style Corn|81|15
669|The Santa Cruz Burrito|38|1
671|Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic|4|9
673|Chicken Base|69|15
683|Town House Sea Salt & Olive Oil Flatbread Crisps|78|19
691|Organic Promise Strawberry Fields Cereal|121|14
694|Greek & Chia Blood Orange Yogurt|120|16
695|Diet Dr Pepper Bottles|77|7
697|Quick Cooking Steel Cut Oats|130|14
702|Cheese Spread Port Wine|2|16
703|Traditional No Fat Refried Beans|59|15
712|Direct Trade El Diablo Dark Roast Whole Bean Coffee|26|7
713|Pink Moscato California|6|2
714|Breakfast Blend Light Roast K-Cup Packs|26|7
717|Sweeper Open Window Fresh Scent Wet Mopping Cloths Refill|114|17
722|Snack Sticks Chicken & Rice Recipe Dog Treats|40|8
723|Movie Theater Butter Pop Corn|23|19
726|Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn|23|19
727|HE Turbo Powder Original  Laundry Detergent|75|17
731|Wild Mushroom Vegetarian Quarter Loaf|14|20
732|Lemon Fresh Multi Surface Cleaner|114|17
738|Almond Breeze Unsweetened Almond Coconut Milk Blend|91|16
739|Gourmet Australian Style Liquorice|45|19
740|Celery Heart|123|4
742|Organic Raw Coconut Aminos|72|13
743|Pepperoni Party Pizza|79|1
744|Organic Four Bean Feast Baby Food|92|18
747|Xylitol Sweetener|17|13
760|Cracker Trio Selected Favorites|78|19
766|Refried Beans Vegetarian|30|6
771|Butter Flavor Pan Popcorn|23|19
775|Organic Dried Cranberries|117|19
778|All Natural Homestyle California Lemon Limeade|31|7
781|Organic Shredded Mild Cheddar|21|16
790|Garbanzo Beans|59|15
794|Pad Thai Rice Noodles|66|6
795|Organic Fuel, High Protein Milk Shake, Vanilla|65|11
796|Chocolate Reese's Peanut Butter Cup Creme Oreo|61|19
810|Organic Honey Mustard|72|13
812|Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free|57|14
813|Spinach Pesto|9|9
820|Vanilla Almond Butter Squeeze|88|13
823|Refreshing Ocean Breeze Body Wash|127|11
828|Euro Sponge Cloths|114|17
835|Lemon Verbena Bar Soap|25|11
836|Sliced Onion Bagels|93|3
837|California Merlot|28|5
849|Blueberry & Banana Tiny Fruits Freeze Dried Snacks|92|18
852|Light String Cheese|21|16
854|Traditional Red Miso|66|6
859|2-Ply Everyday Napkins|54|17
865|Automatic Toilet Bowl Cleaner Bleach & Blue Rain Clean Scent Pack|114|17
866|Flavor & Fiber Banana Walnut Bar|3|19
877|Ultra-Filtered Whole Milk|84|16
878|Moisturizing Lavender Body Wash|25|11
879|Baby Dry Diapers Size 4|56|18
880|Organic Smooth Move Chamomile Laxative Tea Bags|94|7
881|Heavy Duty Scrub Sponges|114|17
884|Dried Parsley Flakes|104|13
889|Oatnut Bread|112|3
890|Organic Diced Tomatoes|81|15
893|Vitamin E Oil 45,000 IU|109|11
895|YoKids Squeeze Organic Blueberry Blue Yogurt|120|16
898|Saucy Ginger Mandarin Dressing|89|13
903|Gluten Free Sugar Cones|103|19
907|Premium Sliced Bacon|106|12
913|Dry Pasta Lasagne|131|9
920|Coconut Yogurt|120|16
926|Crispy Thin Crust White Pizza|79|1
935|Premium Apple Juice|98|7
937|Buffalo Style Chicken Strips|129|1
938|Disinfectant Spray, Crisp Linen Scent|114|17
939|Annie's Bunny Fruit Snacks Variety|50|19
940|Bathroom Tissue|54|17
941|Smoked Atlantic Nova Salmon|15|12
943|Magnesium Citrate Caplets|47|11
945|Fruit Punch Juice Drink|98|7
952|Flaxseed Meal, Whole Ground|17|13
966|Pear Hard Cider|27|5
970|Salmon and Tuna Formula Dry Cat Food|41|8
971|Chicken Alfredo with Rotini|38|1
972|Linguine No 7 Pasta|131|9
976|Cavity Protection Regular Flavor Toothpaste|20|11
977|Deli Spicy Brown Mustard|72|13
979|Odor Control Home Trash Compactor Bags 18 Gallon|60|17
990|Diced Pancetta|96|20
994|Shake n Pour Buttermilk Pancake Mix|130|14
995|Sausage Smoked Sweet German Brand|106|12
996|Honey Cinnamon Nut-Thins  Crackers|125|19
997|Mini Double Chocolate Ice Cream Bars|37|1
999|Original Organic Ville BBQ Sauce|5|13
1000|Apricots|18|10
1003|Organic Turkey Bone Broth|5|13
1004|Vitamin E Moisture Rich Shampoo for Dry or Damaged Hair|22|11
1005|China Green Tips Green Tea|94|7
1006|Philadelphia Cream Cheese|108|16
1007|Baby Cookies Apple + Ginger|92|18
1017|Strawberry Banana Juice|31|7
1025|Organic Fresh Basil|16|4
1028|Organic Oat Bread|112|3
1032|Fat Free Crumbled Feta|21|16
1034|Medium Soup & Salad Containers + Lids|85|17
1035|Chamomile Citrus Caffeine Free Herbal Tea Artisan Whole Leaf Pouches|94|7
1039|Free & Clear Unscented Refill Value Packs Baby Wipes|56|18
1045|Non Alcoholic Caramel Coffee Creamer|53|16
1049|Special K Protein Chewy Granola Bars Almond Honey Oat|48|14
1057|Basil, Asiago & Pine Nut Pesto Ravioli|13|20
1059|Signature French Vanilla Cake Mix|105|13
1062|Fully Cooked Turkey Sausage Links|106|12
1063|Extra Dark Chocolate Baking Chips|17|13
1065|Freshmints|46|19
1068|Pork & Duck Live Mousse With Port Wine Topped With Aspic|67|20
1069|100% Oatnut Bread|112|3
1071|Pils|27|5
1073|Carving Board Oven Roasted Turkey|96|20
1076|Yellow Corn Taco Dinner Kit|30|6
1080|Salad, Cobb|123|4
1084|Light Ice Cream Vanilla|37|1
1086|Jack's Special Salsa Medium Hot|51|13
1090|Shells & Real Aged Cheddar Macaroni & Cheese|4|9
1094|Kids Strawberry Yogurt Tubes|120|16
1097|Sonoma County Sauvignon Blanc|62|5
1099|Cuties Non Dairy Vanilla Frozen Dessert Sandwiches|37|1
1100|Balanced Breaks White Cheddar with Sea Salted Roasted Almonds and Dried Cranberries|108|16
1103|Hickory Smoked Turkey Breast|96|20
1104|Plain Yogurt|120|16
1105|Nag Champa Incense|101|17
1106|Cranberry Almond Plus Antioxidants 1.4 oz Fruit & Nut Bars|3|19
1110|Broccoli Carrots Sugar Snap Peas & Water Chestnuts|116|1
1115|Turkey Bologna|96|20
1117|Turkey Bacon|106|12
1118|Ginger Chia Kombucha|31|7
1122|Linen & Lilies Laundry Detergent|75|17
1129|Organic Family Recipe Chocolate Chip Cookies|61|19
1130|Gluten Free Garbanzo & Fava Flour|17|13
1131|70% Dark Chocolate|45|19
1134|The Red ONe: Squished Fruit Smoothies|92|18
1140|Heat & Eat Organic Bowl Brown Rice|4|9
1142|Crystal Rain Trigger Glass Cleaner|114|17
1148|Oxy Power Degreaser Ultra Concentrated Dish Liquid|74|17
1151|Sesame Teriyaki Sauce & Marinade|5|13
1154|Pomegranate Blueberry Sparkling Water|115|7
1155|Black Olive Walnut Bar|3|19
1156|Semisweet Chocolate Super Cookie Chips|17|13
1157|Wheat Sandwich Bread|112|3
1158|Mango Chunks|116|1
1160|Pinot Grigio|62|5
1161|Gourmet Cupcakes Filled With Sweet Vanilla Creme|8|3
1165|Lightweight Moisturizin Argan & Rosewater Face Lotion|109|11
1166|Condensed Vegetable Beef Soup|69|15
1168|White Wine Winemaker's Blend California, 2010|62|5
1169|Duke Medium Roast Cold Brew Coffee Concentrate|26|7
1176|Garlic Texas Toast|58|1
1181|Mini Watermelon|24|4
1183|Organic Black Seedless Grapes|24|4
1185|Energy Tropical Citrus Vitamin Water Drink|64|7
1187|Natural Stone & Steel Cleaner|114|17
1194|Natural Artisan Water|115|7
1197|Plates, Ultra, 10-1/16 Inch|111|17
1198|Tahitian Renewal  Body Wash|127|11
1199|YoTot Organic Raspberry Pear Yogurt|120|16
1200|Vegetable Classics Vegetable Soup|69|15
1202|Organic Whole Grain Oatmeal Cereal Baby Food|92|18
1203|Crunchy Organic Dark Roasted Peanut Butter|88|13
1208|Organic Roasted Dandelion Root Herbal Tea|94|7
1215|Kidz All Natural Baked Chicken Nuggets|129|1
1216|Dairy Free Gluten Free Mushroom & Roasted Garlic Pizza|42|1
1217|Select-A-Size Paper Towels, White, 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins|54|17
1219|Grapes|24|4
1226|Salsa Hot|51|13
1228|Turkey With Beans 98% Fat Free Chili|59|15
1231|Organic Creme Fraiche|21|16
1233|Baking Bar Ghirardelli 60% Cacao|17|13
1234|Cream Top Smooth & Creamy Plain Yogurt|120|16
1240|Plain Better Than Cream Cheese|108|16
1241|Strawberry Cheesecake Ice Cream|37|1
1244|Organic Orange Bell Pepper|83|4
1253|93% Lean Ground Beef|7|12
1263|American Cheese Slices 12 Count|21|16
1266|Lavender Multi-Purpose Cleaner|114|17
1269|of Norwich Original English Mustard Powder Double Superfine|104|13
1273|Ramen, Reduced Sodium, Asian Vegetable|66|6
1281|Gold Antibacterial Hand Soap|127|11
1282|Green Onion|83|4
1284|Organic Dried Cranberries Apple Sweetened|117|19
1287|Pearl Triple Pack Light/Regular/Super Absorbency Scented Tampons|126|11
1293|Fresh Yeast|36|16
1299|Lavender Room Freshener|101|17
1301|Cereal, Panda Puffs, Peanut Butter|121|14
1308|Organic Coconut Flour|17|13
1313|Tortilla Strips Restaurant Style|107|19
1319|100% Recycled White Unscented Bathroom Tissue|54|17
1322|Cannellini White Kidney Beans|59|15
1324|"Large 10.5\"" Midnight Blue Plateware"|111|17
1326|The Bee's Knees Honey Peanut Butter|88|13
1335|Stage 1 Just Butternut Squash Baby Food|92|18
1336|Ultra Power Plus Natural Dish Liquid Fresh Scent|74|17
1337|Yogurt, Sheep Milk, Strawberry|120|16
1347|Organic Raspberry Yogurt|120|16
1348|Strawberry Banana Fruit Juice Smoothie|31|7
1354|Honey Roasted Peanuts|117|19
1356|Sweet Potato, White Beans & Cinnamon Stage 2|92|18
1358|Phillips Gourmet Portabella Mushroom|123|4
1359|Organic Turmeric|104|13
1360|Crunchy Peanut Butter|88|13
1364|Organic Vanilla Chip Chewy Granola|3|19
1365|Mixed Bell Peppers|123|4
1366|Splash Berry Blend Juice|98|7
1369|Sauvignon Blanc, California, 2011|62|5
1373|100% Organic Whole Peeled Tomatoes|81|15
1374|Organic Hass Avocado Bag|83|4
1376|Buttermilk Biscuits|105|13
1377|Organic Lactose Free Strawberry Yogurt|120|16
1378|Dark Mint Chocolate Chip Protein Bars|3|19
1379|VitaTops Deep Chocolate Muffin Tops|52|1
1382|Tequila Blanco|124|5
1387|White Apple Cauliflower & Leek Organic Baby Food|100|21
1390|Sweeper Floor Mop Starter Kit|114|17
1392|Medium Salsa Organica|67|20
1393|Diet Lemon Tea|94|7
1396|Sweet Potato (Yam)|83|4
1398|Ice Bag|37|1
1399|Reduced Fat Cream of Mushroom Condensed Soup|69|15
1405|Kids Soft and Chewy Candy|45|19
1406|Vegan Nutritional Shake Sweet Vanilla Bean|65|11
1408|Mini Cucumbers|123|4
1409|Dairy Free Coconut Milk Passionate Mango Yogurt Alternative|120|16
1411|Hummus, Roasted Garlic|67|20
1415|Premium Soy Sauce|66|6
1416|Organic Caesar Dressing|89|13
1426|Lemon Zest|3|19
1429|100% Natural Creamy Peanut Butter|88|13
1434|Organic Italian Bread Crumbs|5|13
1438|Men Clinical+ Clean Anti-Perspirant & Deodorant|80|11
1440|Baby Dill|16|4
1443|Strawberry and Banana Fruit Puree|92|18
1446|Organic Olive Oil  Spray|19|13
1447|Organic Baby Lettuces|123|4
1449|Firecracker  Ice Pops|37|1
1450|Original Bobos Bites|3|19
1452|Lean Protein & Fiber Bar Honey Drizzle Peanut|3|19
1458|Ice Pops Sugar Free Orange Cherry Grape|37|1
1463|Organic Milk|84|16
1464|Special k Protein Cereal|121|14
1465|Original French Toast Sticks|52|1
1467|Mozzarella Ciliegine Fresh|21|16
1468|Organic Peeled & Cooked Beets|123|4
1476|Gummi Bears|45|19
1481|Santa Fe Style Salad Cafe Bowl|123|4
1483|Pimento Martini Olives|110|13
1487|Caesar Light Dressing|89|13
1490|Organic Unsweetened Dark Chocolate Baking Chips|17|13
1492|Chocolate Instant Pudding & Pie Filling|105|13
1496|Age Defying Resveratrol Q10 Night Repair Cream|109|11
1498|Creamy Chicken & Dumplings Soup|69|15
1503|Low Fat Cottage Cheese|108|16
1509|Nibblers, Mini-Ears of Extra Sweet Corn-on-the-Cob|116|1
1511|2% Reduced Fat DHA Omega-3 Reduced Fat Milk|84|16
1514|Cracklin' Oat Bran Cereal|121|14
1516|Organic Acai Berry Smoothie Packs|116|1
1519|Thin Pizza Crust|105|13
1522|Steamers Cauliflower & Cheese Sauce|116|1
1529|Parsley, Italian (Flat), New England Grown|16|4
1530|Sage Honey|29|13
1540|Organic Southwest Taco Seasoning|30|6
1541|Jumbo Grade A Eggs|86|16
1542|Mini Crispy Crabless Cakes|34|1
1543|Sliced Ripe Olives|110|13
1545|Healthy Grains Granola Bar, Vanilla Blueberry|3|19
1546|Deluxe Red Raspberry Fruit Spread|88|13
1547|Cookie Bites Chocolate Chip Cookies|61|19
1549|Fragrance Free Original For Dry & Sensitive Skin Lotion|127|11
1553|Seriously Sharp Cheddar Cheese Block|21|16
1556|Wild Rice|63|9
1559|Cherry Pomegranate Greek Yogurt|120|16
1563|Hawaiian Breeze Aerosol Spray|101|17
1571|Trading Company All Natural Black Bean Spicy Dip|51|13
1575|Melba Toast, Classic|78|19
1576|Cafe Domingo Coffee K-Cups|26|7
1578|Apple Jacks Cereal|121|14
1582|Turkey Pepperoni Slices|96|20
1583|Complete Original Pancake & Waffle Mix|130|14
1587|S.O.S Steal Wool Soap|114|17
1589|100% Organic Hemp Seed Oil|47|11
1595|Tradtional Hot Chocolate Mix|90|7
1596|Anti Microbial Cotton Swabs|44|11
1598|Maple Syrup, Organic|29|13
1600|Mediterranean Orzo Salad|1|20
1603|Chocolate Fudge Ice Cream Bars|37|1
1612|Everything Bagel,kattle Boiled & Hearth Baked Slice|93|3
1616|Simply Granola|57|14
1618|Lasagna, Vegetable, with Daiya Cheeze|38|1
1628|Orange Blossom Water|115|7
1629|Migraine Caplets|133|11
1630|Organic Chocolate & Cashew Live Food Bar|3|19
1631|White Vinegar|19|13
1633|Pancake & Waffle Mix, Almond Flour|130|14
1634|One Top Tomato Pizza Sauce|81|15
1635|Whole Cashews|117|19
1639|Green Machine|31|7
1640|Beyond Beef Fiesty Crumble|42|1
1642|Slow Kettle Southwest-Style Chicken Chili with Beans Soup|69|15
1643|French Feta|21|16
1648|Chocolate Chip 1.4 oz Packs Cookies|61|19
1649|Pretzel Snaps Bonus Bag|107|19
1653|Organic Nibbly Fingers Stage 3 Bananas & Raisins|92|18
1656|Gentle Cleansing Milk|73|11
1658|Double Superfine Mustard Powder, Original English|104|13
1661|Diced Peaches in Light Syrup Fruit Cups|99|15
1663|Sausage Supreme Pizza with Fire Roasted Vegetables|79|1
1665|Low Sodium Veggie Natural Bouillon Cubes|69|15
1668|Coconut & Pear Lip Balm|109|11
1678|French Lavender Body Lotion|25|11
1680|Men+Care Thickening Fortifying Shampoo|22|11
1681|Premium Cut Green Beans|81|15
1688|Sea Salted Reduced Fat Potato Chips|107|19
1689|15 Grain Whole Grain Bread|112|3
1693|Natural Blue Eucalyptus & Lavender 42 Loads Liquid Fabric Softener|75|17
1694|Chunky Chocolate Chip Cookies|61|19
1695|Major Dickason's Blend Ground Coffee Dark Roast|26|7
1700|White Cheddar Popcorn|23|19
1702|Original Coconut Milk|91|16
1706|Reduced Sodium Worcestershire Sauce|72|13
1710|Kombucha Gingerade|31|7
1712|Pomegranate Blueberry Pistachio Plus Antioxidants Fruit & Nut Bar|3|19
1713|100% Plant Protein Beastley Sliders|42|1
1714|100% Cotton Swabs|132|11
1716|Baby Dry Pampers Baby Dry Diapers Size 5 78 Count Diapers|56|18
1720|100% Pure Ginger Oil|25|11
1723|Lowfat 2% Milkfat Russian Yogurt|120|16
1728|Organic Whole Wheat Stoneground Flakes Cereal|121|14
1731|Terra Dolce Chiles Anchos|50|19
1734|Diced Tomatoes with Chilies, Onion & Cilantro|81|15
1747|Teriyaki Beef Jerky|23|19
1749|Organic Letter of the Day Oatmeal Cinnamon Cookies|92|18
1751|Organic Orange Juice Concentrate|113|1
1752|Mango Sorbet|37|1
1757|Organic Cashew Carrot Ginger Soup|69|15
1762|Homestyle Creamy Butter Instant Mashed Potatoes|4|9
1774|Butter Pecan Ice Cream|37|1
1775|Caramel Macchiato Creamer|53|16
1776|Thin & Crispy Margherita Frozen Pizza|79|1
1783|Organic French Vanilla Almond Granola|57|14
1787|Thin Rice Noodles|66|6
1811|Soft Honey Whole Wheat Bread|112|3
1819|All Natural No Stir Creamy Almond Butter|88|13
1822|Chocolate Mint Ganache Ice Cream Cones|37|1
1824|Frozen Desserts, Cookies and Cream|37|1
1826|Spicy Jalapeno Cream Cheese Spread|108|16
1828|Organic Black Rice Noodles|66|6
1829|Mint 72% Raw Cacao Chocolate Bar|45|19
1830|Organic Almond Extract|17|13
1831|Peach-Pear Sparkling Water|115|7
1835|Caffeine Free Diet|77|7
1836|Organic Steamable Mixed Vegetables|116|1
1841|Raw Cacao Powder|17|13
1845|Seedless Blackberry Jam|88|13
1846|BoomChocoBoom Gluten Free Ricemilk Crunch Bar|45|19
1849|Ultra Fine Mist Aerosol Hairspray|22|11
1862|Tuna Fillets in Olive Oil|95|15
1864|Mini Crunchy Vanilla Cookies|61|19
1868|Hearty Meals Beef Stew|59|15
1871|Fish Sticks|129|1
1875|To Go Creamy Peanut Butter Cups|88|13
1877|Juice Blend, Mega Antioxidant|98|7
1878|Peanut Butter, Creamy, No Salt Added|88|13
1879|Seedlander Crispbreads|128|3
1883|Gelatin Free Snacks Natural Orange Gels|99|15
1886|Sinusalia Sinus Relief|11|11
1890|Organic Large Grade A Eggs|86|16
1891|Instant Coffee|26|7
1896|Organic Sensible Sipper Apple Juice|98|7
1897|Yukon Gold Potatoes Bag|83|4
1902|Cookie Core Boom Chocolatta! Ice Cream|37|1
1905|Worcestershire Sauce|72|13
1907|Kiwi Spinach Peas & Green Apple|92|18
1914|Original Habanero Pepper Sauce, XXXTra Hot Sauce|72|13
1919|Diet Mountain Zevia Soda|77|7
1924|Long Grain Rice|63|9
1925|Root Veggie Burger|42|1
1926|2 In 1 Super Foam & Scrub Sponges|87|17
1928|Organic Raw Cashew Butter|51|13
