order_id|user_id|order_number|order_dow|order_hour_of_day
1523122|5942|17|5|13
2428081|5942|18|5|10
236519|5942|19|5|12
2127431|5942|20|5|13
365871|5942|21|5|13
387667|6250|1|3|13
1788619|6250|2|3|13
1065085|6250|3|5|13
2864592|6250|4|0|10
3310006|6250|5|1|9
3245488|6250|6|5|15
853366|6250|7|5|13
2343296|6250|8|5|11
3258165|6250|9|5|14
854941|6250|10|5|11
1590545|6250|11|4|15
3259352|6250|12|4|15
133672|6250|13|3|14
1268631|6250|14|6|17
459671|6250|15|4|11
2521222|6250|16|2|15
3177999|6250|17|5|11
3069455|6250|18|3|11
851700|6250|19|5|14
3146585|6250|20|5|14
3144816|6250|21|5|13
2649597|6250|22|0|19
334049|6250|23|1|12
884632|6250|24|0|12
1009732|6250|25|0|18
289901|6250|26|0|16
1896239|6250|27|4|15
2929337|6250|28|2|16
639880|6250|29|0|8
562994|6250|30|3|21
2683919|6250|31|2|12
1819672|6250|32|0|23
1544814|6250|33|4|16
2663302|6250|34|1|16
1535894|6250|35|1|10
155143|6250|36|5|10
1031082|6250|37|5|12
1715389|6250|38|5|12
3281520|6250|39|1|13
2659855|6250|40|5|10
863220|6250|41|5|11
160525|6250|42|1|16
26026|6250|43|5|17
1715232|6250|44|4|12
3217777|6250|45|5|14
400795|6250|46|4|14
1511754|6250|47|3|10
2067286|6250|48|1|9
2867086|6250|49|2|9
2277961|6250|50|5|16
1432588|6345|1|3|16
1975961|6345|2|2|11
575453|6345|3|4|9
1304617|6345|4|6|9
2097432|6345|5|0|21
1742353|6345|6|5|21
1747524|6345|7|0|15
193217|6345|8|6|12
1368637|6345|9|2|10
2092552|6345|10|0|17
2574826|6345|11|5|18
2769529|6345|12|2|14
1794068|6345|13|1|11
1133701|6345|14|4|13
1906297|6345|15|5|10
278848|6345|16|0|14
2834361|6345|17|0|21
2315330|6345|18|2|13
471306|6345|19|1|15
3304649|6345|20|3|14
380383|6345|21|5|6
1581459|6345|22|0|9
3009939|6345|23|0|9
1229208|6345|24|5|12
2037122|6345|25|3|11
3069047|6345|26|3|11
2316450|6345|27|4|7
1409586|6345|28|2|7
1877792|6345|29|3|9
2473264|6345|30|6|11
1094983|6345|31|3|10
3019815|6345|32|2|9
3327332|6345|33|5|12
1785941|6345|34|2|14
532594|6438|1|4|11
923942|6438|2|4|10
1180960|6438|3|2|19
2848741|6438|4|6|12
556505|6438|5|6|11
2983133|6438|6|6|12
2907179|6438|7|1|6
713064|6438|8|3|12
1453198|6438|9|6|12
2956081|6438|10|0|10
3265580|6438|11|5|19
3397787|6438|12|5|16
1469061|6438|13|0|10
1314097|6438|14|0|11
1647497|6600|1|1|10
54427|6600|2|1|10
815876|6600|3|1|10
405739|6600|4|1|9
2531288|6600|5|1|9
2732205|6600|6|0|19
1489578|6600|7|1|20
1261492|6600|8|1|10
1535834|6600|9|3|12
1678991|6921|1|0|16
131362|6921|2|1|9
181317|6921|3|4|11
1581665|6921|4|1|8
2912378|6921|5|3|8
2824486|6921|6|2|8
3111669|6921|7|0|9
1088432|6921|8|0|12
942451|6921|9|2|13
556618|6921|10|5|11
516755|6921|11|2|19
392992|6921|12|5|11
2157306|6921|13|3|14
3310409|6921|14|0|14
1166108|6921|15|5|12
2699437|6921|16|4|16
3398574|6921|17|4|17
793530|6921|18|0|16
3327118|6921|19|6|16
3096075|6921|20|3|12
25970|6921|21|0|9
123617|6921|22|4|11
1418105|6921|23|2|9
1860774|6921|24|0|9
2332304|6921|25|2|18
2044985|6921|26|0|10
2569030|6921|27|4|11
246885|6921|28|3|8
1561053|6921|29|1|17
860317|6921|30|0|14
1409851|6921|31|1|8
312555|6921|32|1|12
2077192|6921|33|1|10
1164020|6921|34|1|23
831418|6921|35|0|9
3038426|6921|36|1|9
1525145|6921|37|3|8
422034|6921|38|3|9
2537895|6921|39|5|12
63021|6921|40|2|7
227042|6921|41|6|12
3373889|6921|42|2|10
244224|6921|43|2|8
504300|6921|44|0|12
713513|6921|45|2|12
2818939|6921|46|1|14
2098206|6921|47|4|14
3287164|6921|48|0|14
2618054|6921|49|0|9
2379933|6921|50|0|14
3121651|6921|51|4|14
696788|6921|52|0|20
1780788|6921|53|5|10
2620930|6921|54|1|16
3035715|6921|55|2|13
1674063|7459|1|1|15
1236117|7459|2|2|16
896035|7459|3|2|12
2033199|7459|4|2|13
3409623|7459|5|2|17
2209704|7459|6|2|12
712087|7459|7|3|15
296746|7459|8|4|15
1002867|7459|9|3|13
2617973|7459|10|5|17
177406|7459|11|3|18
2890108|7459|12|5|13
769673|7459|13|5|12
966287|7459|14|4|20
92631|7459|15|1|15
3070945|7459|16|4|11
1199460|7459|17|3|12
811757|7600|1|5|15
2182031|7600|2|5|15
2585549|7600|3|5|16
1692973|7600|4|5|13
2246949|7600|5|5|10
676809|7600|6|5|14
1759519|7600|7|5|16
2186006|7600|8|5|17
447638|7600|9|5|17
1936533|7600|10|5|9
768884|7600|11|1|8
2909216|7600|12|5|16
732590|7600|13|5|14
1250779|7600|14|5|11
1943185|7600|15|5|12
1449745|7600|16|5|17
2370899|7600|17|5|10
597050|7600|18|5|15
419844|7600|19|5|12
3219979|7600|20|5|17
722587|7600|21|5|16
1232190|7600|22|5|16
2386403|7600|23|5|15
2440031|7600|24|5|16
2603339|7600|25|5|15
333856|7600|26|5|18
2640303|7600|27|5|17
2599411|7600|28|5|16
292266|7600|29|5|16
592012|7600|30|5|15
1635000|7600|31|3|9
2921186|7600|32|5|15
2143093|7600|33|5|15
3283364|7600|34|5|16
2934781|7600|35|4|14
1877756|7600|36|4|15
632026|7600|37|4|16
2590100|7600|38|5|15
1747180|7600|39|5|15
1823311|7600|40|5|15
3077660|7600|41|5|16
926349|7600|42|5|16
1321219|7600|43|5|16
1411749|7600|44|5|15
932028|7600|45|5|16
2813315|7600|46|5|14
1926328|7600|47|5|16
2019102|7892|1|5|14
34172|7892|2|4|21
1826771|7892|3|5|20
451825|7892|4|2|13
2469975|7892|5|3|12
3241506|7892|6|2|13
2112046|7892|7|1|15
2104925|7892|8|2|9
2172499|7892|9|3|12
1711109|7892|10|6|9
2613121|7892|11|5|13
441758|7892|12|5|15
1353342|7892|13|1|17
2219234|7892|14|0|11
600054|7892|15|1|13
2181998|7892|16|6|12
1196076|7892|17|2|13
3415034|7892|18|0|19
3256917|7892|19|4|20
526209|7892|20|0|9
1972689|7892|21|2|11
3285956|7892|22|6|18
2219795|7892|23|6|18
892004|7892|24|6|13
2619594|7892|25|2|19
1228430|7892|26|6|14
47005|7892|27|6|14
1428031|7892|28|5|17
3383802|7892|29|1|15
2859377|7892|30|3|13
1494804|7892|31|3|13
743776|7892|32|5|19
2884886|7892|33|1|9
1457807|7892|34|5|14
3414840|7892|35|3|13
823561|7892|36|0|7
1414895|7892|37|5|20
2048462|7892|38|4|14
2852860|7892|39|5|12
1512212|7892|40|5|12
1454164|7892|41|2|14
377887|7892|42|2|13
531495|7892|43|3|20
505691|7892|44|6|13
8506|7892|45|6|14
3090683|7892|46|4|12
2644761|7892|47|0|17
1881138|7892|48|3|9
1022267|7892|49|4|17
2569791|7892|50|2|17
2350631|7892|51|3|13
701364|8107|1|4|9
1596864|8107|2|3|13
1630504|8107|3|6|16
1835461|8107|4|0|19
999972|8107|5|1|11
2085380|8362|1|0|8
1051757|8362|2|0|10
3063994|8362|3|1|16
274056|8362|4|0|12
1024598|8362|5|1|9
1902494|8362|6|0|12
2908823|8362|7|0|12
593462|8362|8|1|18
3117951|8362|9|0|13
1685600|8362|10|3|6
1190874|8362|11|1|12
2371476|8362|12|0|12
3112161|8362|13|2|19
2130374|8362|14|0|13
2780171|8362|15|0|12
841292|8362|16|0|12
2590076|8362|17|5|13
388512|8362|18|1|18
2995366|8362|19|0|15
1811740|8362|20|5|7
555367|8362|21|0|10
327864|8362|22|0|11
1050844|8362|23|1|18
2344047|8362|24|3|13
933350|8362|25|0|15
1928432|8362|26|0|13
2309089|8362|27|0|11
3388615|8362|28|0|11
952197|8362|29|0|12
1358446|8362|30|1|19
1336428|8362|31|3|20
2280334|8362|32|3|20
1565888|8362|33|6|22
1283703|8362|34|0|10
1602774|8362|35|0|15
1612660|8362|36|0|11
2683646|8362|37|0|8
1542396|8362|38|3|20
1928916|8362|39|0|8
3127062|8362|40|0|11
1778513|8362|41|6|11
2386500|8362|42|2|10
375692|8362|43|0|9
888932|8362|44|1|12
2930408|8362|45|0|17
1676086|8362|46|1|15
2604999|8362|47|0|14
735566|8362|48|0|17
1501531|8362|49|0|13
2733169|8362|50|1|16
2175678|8362|51|1|13
3268644|8362|52|0|11
535322|8362|53|1|9
427873|8485|1|0|19
784398|8485|2|6|17
629334|8485|3|0|19
1909565|8485|4|6|11
1677138|8485|5|5|11
1516716|8485|6|0|16
2788222|8485|7|2|14
196670|8485|8|5|10
2919783|8485|9|3|13
3331715|8485|10|3|20
1700459|8485|11|5|19
19837|8485|12|2|15
209932|8485|13|6|19
572984|8485|14|5|13
525636|8485|15|5|18
2612325|8485|16|6|8
1635565|8485|17|6|10
2173227|8485|18|6|14
723814|8485|19|0|11
1364752|8485|20|3|9
1053760|8485|21|4|16
301692|8485|22|1|18
1113237|8485|23|2|16
1829544|8485|24|0|14
2629638|8485|25|1|20
3318779|8485|26|4|11
1370496|8485|27|2|2
1482487|8485|28|2|16
2215278|8485|29|3|17
2923605|8485|30|1|14
2314234|8485|31|4|0
2385709|8485|32|0|10
46734|8485|33|2|18
3170576|8485|34|3|15
1959053|8485|35|0|16
2428787|8485|36|0|18
1634753|8485|37|5|19
2906825|8485|38|2|18
1076779|8485|39|3|17
987808|8485|40|5|13
1628216|8485|41|1|17
2205018|8485|42|5|18
607791|8485|43|6|9
3319869|8510|1|5|15
1170978|8510|2|2|16
1438133|8510|3|5|15
2346016|8510|4|1|2
2037971|8510|5|6|12
1096666|8510|6|5|17
1885649|8510|7|3|17
738077|8510|8|4|17
3119109|8510|9|0|2
2413898|8855|1|3|7
357431|8855|2|1|14
2329664|8855|3|1|7
3282601|8855|4|4|11
440063|8855|5|2|12
268704|8855|6|3|8
3280551|8855|7|6|13
1974080|8855|8|2|12
2288236|8855|9|1|10
2153222|8855|10|2|10
3296460|8855|11|0|15
2039640|8855|12|2|11
3103447|8855|13|1|16
559107|8855|14|1|7
293382|8855|15|3|11
3376302|8855|16|3|10
2401206|8855|17|5|12
3168580|8855|18|1|11
2219755|8855|19|1|9
3181670|8855|20|4|18
875279|8855|21|2|13
1567850|8855|22|1|8
1246656|8855|23|3|12
2678619|8855|24|3|7
2981952|8855|25|5|11
2998337|8855|26|3|11
1120104|8855|27|4|10
116750|9008|1|3|17
3399357|9008|2|5|18
2517086|9008|3|3|18
732967|9008|4|5|20
2694050|9008|5|4|16
2117392|9008|6|3|10
490170|9008|7|1|17
2968883|9008|8|4|17
3040407|9008|9|6|16
1950754|9008|10|5|10
1811225|9008|11|0|12
3169992|9008|12|2|17
334720|9066|1|1|11
2754772|9066|2|3|12
2949482|9066|3|2|16
2493459|9066|4|6|13
2677306|9066|5|0|7
3265672|9066|6|4|14
2481499|9066|7|4|10
1930272|9066|8|5|21
1970252|9066|9|0|16
2460409|9066|10|1|11
258304|9066|11|0|9
3333863|9066|12|1|15
2730130|9066|13|5|9
198719|9066|14|0|11
1384785|9066|15|3|12
710232|9066|16|2|13
1755286|9066|17|0|7
3310153|9066|18|5|11
737675|9066|19|4|14
3116371|9066|20|6|13
2654373|9066|21|5|13
53860|9066|22|0|10
2186870|9066|23|0|8
1181884|9186|1|1|10
1496640|9186|2|6|14
336618|9186|3|4|1
968060|9186|4|2|17
2846994|9186|5|0|8
2446379|9186|6|4|15
2922921|9186|7|6|9
3068591|9186|8|5|11
943224|9186|9|4|21
3046433|9208|1|0|5
2395016|9208|2|3|8
2808494|9208|3|5|7
2668076|9208|4|1|13
2880531|9208|5|2|8
1078740|9208|6|0|14
2453227|9208|7|2|12
947652|9208|8|1|10
2162522|9208|9|2|6
2345541|9208|10|1|18
1968917|9208|11|1|7
3272931|9208|12|6|11
29645|9208|13|0|9
1183586|9208|14|4|10
1684969|9208|15|6|14
1001475|9208|16|4|22
1186238|9208|17|5|16
1601019|9208|18|1|16
3299051|9208|19|1|12
441345|9208|20|1|16
3094935|9208|21|3|13
1603328|9428|1|0|17
324756|9428|2|5|14
558458|9428|3|3|17
2052811|9428|4|4|19
3275691|9428|5|4|12
525294|9428|6|5|11
1209098|9428|7|3|17
1326947|9428|8|6|20
882509|9428|9|2|20
286110|9428|10|6|10
787044|9428|11|0|19
821395|9428|12|1|17
1237906|9428|13|4|21
2142040|9664|1|6|10
1460766|9664|2|0|10
1994980|9664|3|6|1
3063250|9664|4|6|9
60885|9664|5|0|11
1289917|9669|1|0|12
1851365|9669|2|5|18
80975|9669|3|5|16
3040118|9669|4|0|13
2727908|9669|5|0|13
45835|9976|1|1|10
1395686|9976|2|3|11
465149|9976|3|2|16
2114932|9976|4|4|15
1888269|9976|5|1|9
2937724|9976|6|3|10
614854|9976|7|4|11
1628067|9976|8|2|9
302564|9976|9|1|17
2605316|9976|10|2|15
3137607|9976|11|2|16
83631|9976|12|1|11
1471993|9976|13|2|16
727127|9976|14|4|14
982394|9976|15|4|13
1321550|10094|1|2|17
921072|10094|2|1|20
3207799|10094|3|3|16
2069796|10094|4|1|18
1805828|10094|5|5|15
2427048|10094|6|4|19
831020|10733|1|0|8
2368339|10733|2|5|10
1296128|10733|3|6|7
566357|10733|4|2|15
379636|10733|5|6|9
592593|10733|6|5|10
492378|10733|7|4|11
769518|10733|8|1|20
1730785|10733|9|6|14
1073706|10733|10|6|12
1322964|10733|11|1|15
1792327|10733|12|4|11
2411664|10733|13|2|20
401978|10733|14|2|13
1263653|10733|15|2|12
3178088|10795|1|6|10
1834885|10795|2|3|12
2822176|10795|3|3|12
322710|10795|4|1|11
3178603|10795|5|1|12
