product_id|product_name|aisle_id|department_id
2545|Gluten Free Chocolate Chunk Cookie Dough|105|13
2547|Disinfecting Bathroom Cleaner - Lemongrass Citrus|114|17
2579|Organic Freeze Dried Instant Decaf Coffee|26|7
2588|Wild Wonders Medley Tomato|83|4
2604|Lemon Zest Sorbetto|37|1
2611|Gluten Free SpongeBob Spinach Littles|92|18
2651|Mayonnaise|72|13
2663|Free Range Chicken Broth|69|15
2669|Roasted Dandelion Spice Detox Tea|94|7
2716|Organic Greek Lowfat Yogurt With Strawberries|120|16
2722|Raw Probiotics Women probiotic 85 Billion 32 Strains capsules|70|11
2732|Gluten Free Pretzel Sticks|107|19
2745|Strawberry Explosion/Banana Split Smoothie|120|16
2748|Organic Reduced Fat Omega-3 Milk|84|16
2757|Almond Cashew Unsweetened Almondmilk Cashewmilk Blend|91|16
2763|Uncured Hickory Smoked Bacon|106|12
2770|Brownberry Natural Wheat Bread|112|3
2773|Parmesan Garlic + Herb Pita Chips|107|19
2780|Diced Red Onions|83|4
2785|Stone Ground Cornbread & Cornmeal Muffin Mix|105|13
2799|Mediterranean Coarse Sea Salt|104|13
2809|Vegan Oatmeal Chocolate Chip Cookies|61|19
2820|Francese Deli Rolls|43|3
2825|Organic Original Hommus|67|20
2829|Organic Stage 2 Apple, Banana & Butternut Squash Baby Food|92|18
2838|Poppy Seed Dressing|89|13
2855|Organic Good Seed Bread|112|3
2878|Cutlery Apple Green - 8 PK|111|17
2897|Classic Mild Cheddar Macaroni & Cheese 25% Less Sodium|4|9
2929|Coconut Aminos Teriyaki Sauce|66|6
2934|Butternut Squash and Sage Ravioli|129|1
2954|Organic Diced Fire Roasted No Salt Added Tomatoes|81|15
2960|Naturally Smoked Sliced Bacon|106|12
2966|Pure Coconut Water|98|7
2982|Natural Health Nut 100% All Natural Bread|112|3
2996|Honeysuckle Hand Soap|25|11
3016|Cornichons Gherkins|110|13
3020|Broccoli & Apple Stage 2 Baby Food|92|18
3042|S. Pellegrino Sparkling Natural Mineral Water|115|7
3044|Original 100% Pure No Pulp Orange Juice|31|7
3069|Ginger/Garlic Vegetable Stir Fry Kit|100|21
3094|Kale & Pinto Bean Pupusas|42|1
3098|Lavender Dish Soap|74|17
3183|Casual White Napkins|54|17
3188|Chayote|83|4
3191|Mocha Iced Coffee|26|7
3238|Chili Ready Diced Tomatoes|81|15
3245|Organic Stage 2 Apple Oatmeal With Cinnamon Baby Food|92|18
3265|Mini Seedless Watermelon Pack|32|4
3274|Black Tea Pyramids|94|7
3289|Organic Worcestershire Sauce|72|13
3298|Mozzarella String Cheese|21|16
3308|Original English Muffins|93|3
3344|Balsamic Vinaigrette Enhanced With Omega 3|89|13
3352|Stage 1 Apple Spinach Rutabagas Organic Pureed Baby Food|92|18
3376|Organic Whole Kernel Sweet Corn No Salt Added|81|15
3389|Diet Dr.Pepper Soda Pack|77|7
3464|Organic Butterhead (Boston, Butter, Bibb) Lettuce|83|4
3479|Classic Whipped Cream|53|16
3480|Organic Sweet Corn|116|1
3519|100% Orange Juice No Pulp|31|7
3520|Organic Vegan Caesar Salad Dressing|89|13
3522|Signature Recipes Fire Roasted Tomato & Garlic Pasta Sauce|9|9
3529|Fully Cooked Original Bacon|106|12
3583|Unsweetened Coconut Milk Beverage|84|16
3598|Organic White Button Mushrooms|83|4
3599|Baked Aged White Cheddar Rice and Corn Puffs|23|19
3627|Organic Baby Corn Pieces|81|15
3661|S'mores Luna Bar|3|19
3664|Slim Can Lime Sparkling Natural Mineral Water|115|7
3682|Organic Roasted Red Pepper & Tomato Soup|69|15
3689|Beef Broth|69|15
3699|Chard, Green, New England Grown|83|4
3717|Cheese Enchilada Meal|38|1
3738|Calendula Baby Diaper Care|102|18
3740|Gluten Free Fire-Roasted Vegetable Pizza|42|1
3783|Dairy Free Cashew Milk Creamy Chocolate Frozen Dessert|37|1
3798|Pink Lady Apples|24|4
3808|Olive Oil Cooking Spray|19|13
3819|Organic Mocha Coffee Concentrate|26|7
3843|Organic Brussels Sprouts|83|4
3847|Original Whole Grain English Muffins|93|3
3849|Organic Sprouted English Muffin|93|3
3873|Mountain Spring Water|115|7
3874|Organic Stage 2 Pears Baby Food|92|18
3883|Chicken Fingers|34|1
3896|Organic Honey Sweet Whole Wheat Bread|112|3
3897|Reduced Bitterness Brewer's Yeast|47|11
3921|2nd Foods Organic Fruit & Veggies - Apples, Zucchini, Spinach & Strawberries|92|18
3935|Organic Coconut Milk Non-Dairy Frozen Dessert Butter Pecan|37|1
3951|Carrot and Broccoli Baby Food Puree|92|18
3952|Organic Broccoli Crowns|83|4
3957|100% Raw Coconut Water|31|7
3962|Tater Puffs|129|1
3977|Whole Milk Ricotta Con Latte|21|16
3988|Roasted Salted Peanuts|117|19
3990|Natural Sharp Cheddar Sliced Cheese|21|16
3992|California Diced Peaches Packed in Water No Sugar Added|99|15
4006|Hazelnut Spread With Skim Milk & Cocoa|88|13
4020|Gentle Skin Cleanser|73|11
4039|Tempt Original Hemp Milk|91|16
4086|Mint|16|4
4098|Havarti Dill Cheese|21|16
4103|Original Turkey Burgers Smoke Flavor Added|34|1
4137|Whole Grain Oat Cereal|121|14
4138|Arancita Rossa|77|7
4142|Trilogy Kombucha|31|7
4163|Spanish Rice Pilaf Mix|4|9
4193|Ravioli, Spinach & Cheese|12|9
4210|Whole Milk|84|16
4269|Mild Cheddar Cheese|21|16
4294|Spicy Salmon Avocado Roll|13|20
4297|Cool Mint Chocolate|3|19
4298|Vintage Extra Sharp White Cheddar Cheese|21|16
4302|Artichoke Hearts|116|1
4312|Hash Brown Patties|52|1
4313|Star Wars Italian Sweet Creme Creamer|53|16
4350|Mushroom And Ricotta Ravioli|2|16
4367|Garlic & Fine Herbs Gournay Cheese|21|16
4410|Organic Flax Plus Multibran Flakes|121|14
4421|Organic Beef Uncured Hot Dogs|106|12
4428|Organic Mushroom & Olive Pizza|79|1
4455|Raspberry Cereal|48|14
4461|Organic Raw Unfiltered Apple Cider Vinegar|19|13
4472|Toasted Coconut Almondmilk Blend|91|16
4487|Vegetarian Organic Golden Corn|81|15
4493|Italian Sparkling Pomegranate And Orange Soda|115|7
4511|Multi-Purpose Un-Petroleum Jelly|102|18
4534|Greek Yogurt Flip Salted Caramel Crunch|120|16
4541|Rainier Cherries|24|4
4544|High Heat Canola Spray Oil|19|13
4562|English Seedless Cucumber|83|4
4591|Quick 1 Minute Oatmeal|130|14
4605|Yellow Onions|83|4
4645|Queso Blanco Medium Dip|51|13
4656|Raspberry Preserves|88|13
4658|Imported Mineral Water|115|7
4660|Sausage Pizza|79|1
4724|Broccoli Florettes|32|4
4726|Original Bread Sticks with Real Garlic|129|1
4753|Organic Apple Raisin & Quinoa Stage 2 Baby Food|92|18
4778|Wheat Thins Reduced Fat Crackers|78|19
4781|Original Coconut Milk Creamer|91|16
4799|Shredded Parmesan|21|16
4809|Greek Whole Milk Blended Blueberry Yogurt|120|16
4825|Paleo Granola Cranberry Lemon|57|14
4853|Broccoli Rabe|83|4
4866|Chocolate Covered Biscuit Sticks|61|19
4874|Sweet Cream & Coffee Caramel Ice Cream|37|1
4894|Medium Thick'n Chunky Salsa|51|13
4920|Seedless Red Grapes|123|4
4927|Organic Mint Dark Chocolate Bar|45|19
4932|Vanilla Bean Ice Cream|37|1
4938|Steak Strips|23|19
4939|Ciabatta Rolls Take & Bake|112|3
4942|Vanilla Almond Breeze|91|16
4945|Large Pineapple Chunks|123|4
4957|Total 2% Lowfat Greek Strained Yogurt With Blueberry|120|16
4960|Three Cheese Mini Pizza Bagels Frozen Snacks|79|1
4962|Yotoddler Organic Pear Spinach Mango Yogurt|120|16
4966|37% Less Sodium Soy Sauce|66|6
4968|Almond Flavor Extract|17|13
4983|Sweets Medley Sea Salt Sweet Potato Chips|107|19
4988|Light Cranberry & Raspberry Juice Drink|98|7
4993|Cold & Sinus Coated Caplets Pain Reliever/Fever Reducer/Nasal Decongestant|11|11
5002|Organic Iced Oatmeal Cookie ZBar|3|19
5022|Apricot|24|4
5025|Green Onions|83|4
5031|Medium Salsa Roja|67|20
5047|Easy Open TabsBags|85|17
5068|Cauliflower Florets|32|4
5077|100% Whole Wheat Bread|112|3
5085|Organic Stage 1 First Peas Baby Food|92|18
5086|Almondmilk, Pure, Chocolate Protein|64|7
5097|Mexican Style Taco Shredded Cheese|21|16
5098|Golden Brown Pure Cane Sugar|17|13
5112|Danimals Swingin' Strawberry Banana Smoothie|120|16
5120|Organic Vanilla Soymilk|91|16
5161|Dried Mango|18|10
5189|Jack's Special Mild Salsa|67|20
5194|Organic Bunny Fruit Snacks Berry Patch|50|19
5210|Original Baked Beans|59|15
5212|Watermelon Chunks|123|4
5218|Black Bean Chipotle Vegan|42|1
5240|Spaghetti  No 12|131|9
5248|Hot Roll Sausage|106|12
5250|Blueberry Muffin Bar|3|19
5258|Sparkling Water|115|7
5262|Brown Extra Large Grade AA Eggs|86|16
5266|Fish Sauce|5|13
5291|Oxygen Bleach Plus|75|17
5296|Roasted Salted Almonds|117|19
5303|Organic Roasted Seaweed Snacks Teriyaki|66|6
5322|Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars|3|19
5337|Monterey Jack Cheese|21|16
5370|Slow Roasted Thai Basil Chick'n|14|20
5371|All Natural Thai Dumplings|13|20
5373|Organic No Salt Added Diced Tomatoes|81|15
5390|Boneless Beef Chuck Roast|122|12
5422|Deluxe Everything Bagels|93|3
5428|1 Liter|115|7
5438|Prosciutto|96|20
5449|Margherita Pizza|79|1
5450|Small Hass Avocado|24|4
5451|Organic Zucchini Spirals|83|4
5456|Green Tea With Ginseng and Honey|96|20
5460|Butter|36|16
5463|Original Oat Bar|3|19
5468|Brown N Serve Turkey Sausage Patties|52|1
5475|Organic Blue Agave|29|13
5479|Italian Sparkling Mineral Water|115|7
5491|Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food|92|18
5499|Organic Cream Of Chicken Condensed Soup|69|15
5523|Super C, 1000 mg, Tablets|47|11
5537|Dairy Free Coconut Milk Frozen Dessert Minis|37|1
5550|YoBaby Peach Pear Yogurt|120|16
5554|Noni Liquid Supplement|47|11
5559|Cream Of Mushroom Soup|69|15
5586|Original Glass Cleaner|114|17
5590|Oatmeal Cereal|92|18
5603|Organic Green Peas|116|1
5612|Reduced Fat Milk|84|16
5615|White Miso Soup Mix|66|6
5618|Cauliflower|83|4
5621|Sea Salt Fine Crystals|104|13
5639|Goji Berries, Yogurt Covered|117|19
5646|Organic Turkey Bacon|106|12
5652|Organic Red Potatoes|83|4
5676|Freshmatic Automatic Ultra Spray Refill, Lavender & Chamomile|101|17
5677|Children's Silly Strawberry Fluoride Free Toothpaste|20|11
5683|Ultra Soft & Strong 2-Ply Facial Tissues|54|17
5690|Organic Tangellos|24|4
5692|Cinnamon & Spice Instant Oatmeal|130|14
5717|Organic Greek Blueberry Whole Milk|120|16
5744|Unsalted Chicken Stock|69|15
5746|Heavy Cream|53|16
5750|Total Plain Greek Strained Yogurt|120|16
5764|Organic SprouTofu Teriyaki Tofu Cutlets|14|20
5769|Organic Chicken Stock|69|15
5782|Grade A Large White Eggs|86|16
5785|Organic Reduced Fat 2% Milk|84|16
5794|House Blend Deep Roast Ground Coffee|26|7
5808|Turkey Pastrami|13|20
5818|White Onion|83|4
5876|Organic Lemon|24|4
5883|Organic Strawberry Lemonade|98|7
5886|Cinnamon Toast Organic Rice Cakes|78|19
5911|Hand Soap Lavender & Coconut|25|11
5912|Organic Tarragon|16|4
5928|Grillers Original Burgers|42|1
5959|Four Cheese Thin Crust Pizza|79|1
5962|Teriyaki Chicken|4|9
5970|Whole Grain White Bread|112|3
5991|Bok Choy|83|4
6008|Organic Apples|24|4
6033|Graduates Lil' Entrees Cheese Ravioli In Tomato Sauce With Mixed Vegetables|92|18
6036|Cinnamon French Toast Sticks|52|1
6046|Boneless Skinless Chicken Breast|35|12
6061|Wax Paper|10|17
6069|Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars|3|19
6101|Farfalle No. 93|131|9
6104|Whole Milk Plain Yogurt|120|16
6128|Original Fresh Stack Crackers|78|19
6141|Low Sodium Beef Broth|69|15
6160|Tea Tree Essential Oil|101|17
6166|Baked Whole Grain Wheat Cracked Pepper & Olive Oil Crackers|78|19
6178|Apple Pie|8|3
6179|Berries & Cherries Paleo Granola|57|14
6182|Natural Artesian Bottled Water|115|7
6184|Clementines|32|4
6195|Eggo Mini Homestyle Waffles|52|1
6218|Organic Avocados|83|4
6238|Lettuce Red Butter Organic|123|4
6248|Breakfast Blend Medium Roast Keurig Brewed K-Cups Ground Coffee|26|7
6287|Organic & Raw Strawberry Serenity Kombucha|31|7
6292|Organic Fire Roasted Corn|116|1
6297|Cheese Puffs Original|107|19
6341|Brown Eggs|86|16
6343|Pizza Poppers, Three Cheese|129|1
6348|Mini Original Babybel Cheese|21|16
6358|Natural Artichoke Hearts Quartered|81|15
6410|Oral Electrolyte Maintenance Solution Grape|92|18
6414|Clean Care Big Roll Toilet Paper|54|17
6473|Bag of Lemons|24|4
6474|Organic Sparkling Cider|77|7
6489|Backyard Barbeque Potato Chips|107|19
6494|Chocolate Snakaroons|61|19
6508|Oh My Yog! Madagascar Vanilla Trilayer Yogyurt|120|16
6519|Hot Cocoa Mix|105|13
6522|Vanilla Soymilk|91|16
6532|Organic YoKids Very Berry Smoothies|120|16
6550|Fridge and Freezer Baking Soda Pack|17|13
6585|100% Pure Organic Apple Juice|98|7
6592|Premium Light Beer|27|5
6598|Butternut Spirals Organic|123|4
6606|Gluten Free Garden Vegetable Lasagna|38|1
6615|Mozzarella Cheese|21|16
6631|No Pulp Calcium & Vitamin D Pure Orange Juice|31|7
6649|Organic Oil Canola|19|13
6651|Organic Spelt English Muffins|93|3
6655|Almond Milk Vanilla Frozen Dessert Sandwich|37|1
6664|Organic Whole Peeled Plum Tomatoes|81|15
6669|Breakfast Scramble Wrap|52|1
6670|Medium Cheddar Cheese Slices|21|16
6679|Organic 2nd Foods Apples, Blueberries & Spinach Baby Food|92|18
6705|Crunchy Pumpkin Spice Flax Granola Bars|3|19
6716|Children's Pain and Fever Grape Splash Liquid|11|11
6721|Organic Mushroom Broth|69|15
6740|Organic Braeburn Apple|24|4
6748|Original Recipe Tapioca Pudding|71|16
6750|Cheese Ravioli with Sauce Bowls|38|1
6774|Brown Fertile Large Grade AA Eggs|86|16
6791|Low Fat Blueberry Goat Milk Yogurt|120|16
6795|Organic Garlic Granules|104|13
6799|Revive Zero Vitamin Water|64|7
6833|Udo's Choice Super 8 Probiotic Capsules|47|11
6835|Premium Mango Fruit Snack Pack|50|19
6871|Smoked Gouda|2|16
6873|Organic Iceberg Lettuce|83|4
6878|Red Blend|28|5
6901|Raisin Bran|121|14
6903|Turkey Breast Smoked Black Forest|96|20
6912|Big Slice Cheddar Sharp Cheese Slices|21|16
6948|Organic Original Almond Milk|91|16
6972|Mayo Made With Avocado Oil|72|13
6975|World Cuisine Certified Halal Chicken Tikka Masala With Basmati Rice|38|1
6994|Extra Strong 30 Gallon Large Trash Bags|60|17
6999|Organic Fresh Pressed Pure Lemon Juice|98|7
7001|Granola, Homestyle, Double Chocolate Chunk|57|14
7014|Dishwasher Gel Free & Clear|74|17
7020|90 Minute Imperial Ipa|27|5
7021|Organic Tomato Paste|81|15
7026|Sparkling Mineral Water, Natural Lemon Flavor|115|7
7041|Pecorino Romano|2|16
7088|Organic Cheddar Bunnies|78|19
7103|Country Honey Whole Wheat Bread|112|3
7116|Large Enriched Bread|112|3
7131|Light Semisoft Cheese|21|16
7147|Classic Baby Creamers Potatoes|83|4
7156|Traditional Plain Greek Yogurt|120|16
7158|Light Vanilla Almond Milk|91|16
7175|Organic Whipped Naturally Buttery Spread|91|16
7179|Chopped Pecans|117|19
7185|Rosemary Mini Croccantini|78|19
7189|Medium Square Containers & Lids|85|17
7205|Coconut Vanilla Creme Miracle Tart|61|19
7218|Coconut Hibiscus Conditioner|22|11
7252|Deep Green Blends Kale|32|4
7268|Mac & Cheese, with Roasted Poblanos and Chicken|38|1
7325|Dark Blackout Organic Chocolate|45|19
7338|Island Mango Premium Fruit Snacks|50|19
7358|Verde Salsa|30|6
7361|Herb Crackers|78|19
7379|French Beans|123|4
7383|Click Regular Unscented Tampons|126|11
7389|Premium Diet Black Cherry Soda|77|7
7397|Organic Macaroni & Cheese Alphabet Dinner|131|9
7398|Indian Samosa Wrap|38|1
7412|Gluten-Free Red Hot Blues Made with Organic Blue  Corn Tortilla Chips|107|19
7421|Belgium Dark Chocolate|61|19
7452|Base Peanut Butter Chocolate Protein Bar|3|19
7472|100% Pure Olive Oil|19|13
7485|Garlic Hummus|67|20
7500|Organic Vanilla Extract|17|13
7503|Whole Almonds|117|19
7513|Round Toothpicks|111|17
7515|Spinach And Ricotta Ravioli|2|16
7521|New Orleans Iced Coffee|26|7
7559|Cinnamon Rolls with Icing|105|13
7562|Asian Vegetable Ramen|66|6
7607|Cinnamon Roll Bar|3|19
7615|Pure Goat Milk Cheese Log|21|16
7622|Organic Chicken & Wild Rice Soup|69|15
7628|Dressing, Jersey Sweet Onion, Calorie Free|83|4
7647|Turkey Meatballs|13|20
7648|Red Raspberry Preserves|88|13
7649|Whole Wheat Tandoori Naan|128|3
7656|Gluten Free Raisin Pecan Bread|112|3
7673|Organic SprouTofu Super Firm Tofu|14|20
7675|Riesling|62|5
7676|Organic Lowfat Plain Yogurt|120|16
7678|Kronos 6 Inch Handmade Pita Bread|128|3
7688|All Natural Whole Grain Ancient 12 Grains Bread|112|3
7693|Cran-Raspberry Flavored Sparkling Water|115|7
7704|Liquid Aminos All Purpose Seasoning|104|13
7746|Oregano|104|13
7751|Tomato Ketchup|72|13
7753|Dark Chocolate Pumpkin Seed Bark|45|19
7781|Organic Sticks Low Moisture Part Skim Mozzarella String Cheese|21|16
7806|Soft Pretzel Burger Buns|43|3
7815|Grape Blended Low-Fat Greek Yogurt Pouches|120|16
7821|Olive Oil & Vinegar Dressing|89|13
7826|Butter Pound Cake|8|3
7854|Freeze Dried Mango Slices|117|19
7911|Organic Fruitful Os Cereal|121|14
7913|Original Air Effects With Gain Air Freshening Spray|101|17
7923|Apple Puffs Finger Foods|92|18
7925|Extra Lean Ground Turkey Breast|49|12
7926|Pacific Kombu|66|6
7930|Apples & Cinnamon Instant Oatmeal|130|14
7948|Organic Unsalted Butter|36|16
7952|Chicken & Apple Breakfast Sausage|106|12
7963|Gluten Free Whole Grain Bread|58|1
7969|Lime|24|4
7976|One Plant-Based Chocolate Flavor Nutritional Shake Drink Mix|65|11
7987|Hazelnut Spread with Cocoa|88|13
8004|Garlic & Herb Long Grain & Wild Rice|4|9
